
166	3909.64	4909.64	0.7963190783845658	
167	2098.33	3098.33	0.6772454838574329	
169	3000.00	4000.00	0.75	
170	3043.70	4043.70	0.7527017335608477	
171	2912.68	3912.68	0.744420703967613	
172	3130.77	4130.77	0.7579143840010457	
173	2826.03	3826.03	0.7386324728243113	
174	3214.93	4214.93	0.7627481357934769	
175	2740.71	3740.71	0.7326710704652325	
176	3297.52	4297.52	0.7673076565088701	
177	2657.37	3657.37	0.7265794819774866	
178	3383.36	4383.36	0.7718645057672654	
179	2580.19	3580.19	0.7206852150304872	
180	3462.54	4462.54	0.7759123727742496	
182	3538.19	4538.19	0.7796478331669675	
183	2431.91	3431.91	0.7086170674638903	
184	3603.51	4603.51	0.7827744481927921	
186	3676.61	4676.61	0.7861698965703791	
187	2291.86	3291.86	0.6962203738919638	
188	3733.03	4733.03	0.7887188545181417	
189	2237.95	3237.95	0.6911626183233218	
190	3794.39	4794.39	0.7914228921718924	
191	2179.83	3179.83	0.6855177792523499	
192	3844.39	4844.39	0.7935756617448223	
194	3887.94	4887.94	0.7954148373343373	
196	3918.65	4918.65	0.7966921817978511	
197	2064.96	3064.96	0.6737314679473794	
198	3949.64	4949.64	0.7979651045328549	
199	2037.57	3037.57	0.6707894797486148	
200	3973.37	4973.37	0.798929096367252	
201	2014.75	3014.75	0.668297537109213	
202	3991.79	4991.79	0.7996710598803235	
203	2003.57	3003.57	0.6670628618610519	
204	3999.17	4999.17	0.799966794487885	
205	2000.00	3000.00	0.6666666666666666	
206	3998.91	4998.91	0.7999563904931275	
207	2002.79	3002.79	0.6669763786345365	
208	3992.99	4992.99	0.7997192063272708	
209	2013.12	3013.12	0.6681180968564147	
210	3978.88	4978.88	0.799151616427791	
211	2034.96	3034.96	0.6705063658170124	
212	3952.66	4952.66	0.7980883000246333	
213	2061.53	3061.53	0.6733659314133783	
214	3922.48	4922.48	0.7968503681071331	
215	2095.27	3095.27	0.6769264070662656	
216	3885.25	4885.25	0.7953021851491735	
218	3841.25	4841.25	0.793441776400723	
219	2183.18	3183.18	0.685848742452516	
220	3790.83	4790.83	0.7912679013866073	
221	2236.67	3236.67	0.691040482965517	
222	3734.37	4734.37	0.788778654815741	
223	2274.15	3274.15	0.694577218514729	
224	3695.10	4695.10	0.787011991224894	
225	2336.98	3336.98	0.7003278413415723	
226	3629.67	4629.67	0.7840018835035758	
227	2404.88	3404.88	0.7063038932355913	
233	2662.86	3662.86	0.7269892925200526	
234	3295.68	4295.68	0.7672079856972586	
235	2746.35	3746.35	0.7330735248975669	
228	3559.43	4559.43	0.7806743386782996	
236	3211.13	4211.13	0.7625340466810571	
237	2831.78	3831.78	0.7390246830454775	
238	3124.98	4124.98	0.7575745821797925	
239	2918.50	3918.50	0.7448003062396326	
240	3037.87	4037.87	0.7523446767726549	
241	3005.84	4005.84	0.7503644678768997	
242	2950.47	3950.47	0.7468655628317643	
217	2135.93	3135.93	0.6811153310182306	
243	3093.13	4093.13	0.7556881897227794	
244	2894.47	3894.47	0.7432256507303946	
232	3377.96	4377.96	0.7715831117689518	
