
0	14261	 0	
0	14262	 0	
0	14268	 0	
0	14258	 0	
0	14262	 0	
0	14257	 0	
0	14261	 0	
0	14252	 0	
0	14260	 0	
0	14264	 0	
0	14264	 0	
0	14263	 0	
0	14273	 0	
0	14264	 0	
0	14258	 0	
0	14266	 0	
0	14261	 0	
0	14268	 0	
0	14264	 0	
0	14262	 0	
0	14258	 0	
0	14260	 0	
0	14261	 0	
0	14266	 0	
0	14268	 0	
0	14262	 0	
0	14268	 0	
0	14267	 0	
0	14255	 0	
0	14258	 0	
0	14262	 0	
0	14261	 0	
0	14266	 0	
0	14264	 0	
0	14259	 0	
0	14262	 0	
0	14266	 0	
0	14264	 0	
0	14261	 0	
0	14260	 0	
0	14262	 0	
0	14254	 0	
0	14256	 0	
0	14263	 0	
0	14260	 0	
0	14265	 0	
0	14265	 0	
0	14264	 0	
0	14260	 0	
0	14267	 0	
0	14265	 0	
0	14252	 0	
0	14256	 0	
0	14265	 0	
0	14266	 0	
0	14261	 0	
0	14264	 0	
0	14263	 0	
0	14263	 0	
0	14264	 0	
0	14268	 0	
0	14265	 0	
0	14264	 0	
0	14271	 0	
0	14268	 0	
0	14262	 0	
0	14270	 0	
0	14269	 0	
0	14265	 0	
0	14261	 0	
0	14262	 0	
0	14270	 0	
0	14267	 0	
0	14262	 0	
0	14266	 0	
0	14267	 0	
0	14264	 0	
0	14271	 0	
0	14271	 0	
0	14258	 0	
0	14259	 0	
0	14263	 0	
0	14269	 0	
0	14261	 0	
0	14270	 0	
0	14275	 0	
0	14264	 0	
